Time (s),Speed (m/s),Acceleration (m/s^2),Elevation (m),Latitude,Longitude,Battery Voltage (V),Battery Current (A),Motor Temp (C),Brake Applied
279,10,0.0,10.68878693451678,12.9941,77.6171,53.775,2.3282962728031444,25.56639972049997,False
280,10,0.0,10.66997630031181,12.994200000000001,77.6172,53.774,2.28796357535657,25.568687684075325,False
281,10,0.0,10.65109866903512,12.9943,77.6173,53.773,2.1527939662845172,25.57084047804161,False
282,10,0.0,10.632155928434107,12.9944,77.6174,53.772,2.802874971796194,25.573643353013406,False
283,10,0.0,10.613149972767046,12.9945,77.6175,53.771,2.2692878942826966,25.57591264090769,False
284,10,0.0,10.594082702613665,12.9946,77.6176,53.77,2.303272255785376,25.578215913163476,False
285,10,0.0,10.57495602468509,12.9947,77.6177,53.769,2.3596394201400814,25.580575552583614,False
286,10,0.0,10.555771851633173,12.9948,77.6178,53.768,2.3170091132067587,25.582892561696823,False
287,10,0.0,10.536532101859237,12.994900000000001,77.6179,53.767,2.5715808050815894,25.585464142501902,False
288,10,0.0,10.517238699322222,12.995000000000001,77.618,53.766,2.512225728438999,25.587976368230343,False
289,10,0.0,10.497893573346305,12.9951,77.6181,53.765,2.085524968322015,25.590061893198666,False
290,10,0.0,10.478498658427965,12.9952,77.6182,53.764,2.5062479167209544,25.592568141115386,False
291,10,0.0,10.459055894042528,12.9953,77.6183,53.763,2.4817196002653366,25.59504986071565,False
292,10,0.0,10.439567224450235,12.9954,77.6184,53.762,2.194746514980734,25.597244607230632,False
293,10,0.0,10.420034598501799,12.9955,77.6185,53.761,2.2181474713565783,25.59946275470199,False
294,10,0.0,10.40045996944354,12.9956,77.6186,53.76,2.3820042870478715,25.601844758989035,False
295,10,0.0,10.380845294722054,12.995700000000001,77.6187,53.759,2.640262701453431,25.60448502169049,False
296,10,0.0,10.361192535788465,12.995800000000001,77.6188,53.758,2.490563599019802,25.606975585289508,False
297,10,0.0,10.34150365790229,12.9959,77.6189,53.757,2.476287972476753,25.609451873261985,False
298,10,0.0,10.321780629934912,12.996,77.619,53.756,2.489494454790233,25.611941367716774,False
299,10,0.0,10.302025424172689,12.9961,77.6191,53.755,2.959665374179437,25.614901033090955,False
300,10,0.0,10.282240016119735,12.9962,77.6192,53.754,2.5241936430950602,25.61742522673405,False
301,10,0.0,10.262426384300367,12.9963,77.6193,53.753,2.6856107115954364,25.620110837445647,False
302,10,0.0,10.24258651006126,12.9964,77.6194,53.752,2.6480576940017038,25.622758895139647,False
303,10,0.0,10.2227223773733,12.996500000000001,77.6195,53.751,2.545218589510343,25.625304113729158,False
304,10,0.0,10.202835972633205,12.9966,77.6196,53.75,2.5045495288853132,25.627808663258044,False
305,10,0.0,10.182929284464873,12.9967,77.6197,53.749,2.5777494500752476,25.63038641270812,False
306,10,0.0,10.163004303520538,12.9968,77.6198,53.748,2.3458852458656647,25.632732297953986,False
307,10,0.0,10.143063022281687,12.9969,77.6199,53.747,2.4166682255464,25.635148966179532,False
308,10,0.0,10.123107434859826,12.997,77.62,53.746,2.641785492117251,25.63779075167165,False
309,10,0.0,10.10313953679707,12.9971,77.6201,53.745,2.175946633277396,25.639966698304924,False
310,10,0.0,10.08316132486658,12.997200000000001,77.6202,53.744,2.3945937605147694,25.64236129206544,False
311,10,0.0,10.063174796872907,12.997300000000001,77.6203,53.743,2.298053309166023,25.644659345374606,False
312,10,0.0,10.043181951452192,12.9974,77.6204,53.742,2.3039848836430403,25.64696333025825,False
313,10,0.0,10.023184787872317,12.9975,77.62049999999999,53.741,2.2887443963440433,25.649252074654594,False
314,10,0.0,10.003185305832973,12.9976,77.6206,53.74,2.7033384960672984,25.65195541315066,False
315,10,0.0,9.983185505265702,12.9977,77.6207,53.739,2.3412371041194437,25.65429665025478,False
316,10,0.0,9.963187386133892,12.9978,77.6208,53.738,2.404732792268392,25.656701383047047,False
317,10,0.0,9.943192948232792,12.9979,77.6209,53.737,2.4336420492420094,25.65913502509629,False
318,10,0.0,9.92320419098953,12.998000000000001,77.621,53.736,2.6878347457005565,25.66182285984199,False
319,10,0.0,9.903223113263172,12.9981,77.6211,53.735,2.598817777891143,25.66442167761988,False
320,10,0.0,9.88325171314484,12.9982,77.6212,53.734,2.388954922509505,25.66681063254239,False
321,10,0.0,9.863291987757904,12.9983,77.6213,53.733,2.6894015051415,25.669500034047534,False
322,10,0.0,9.84334593305827,12.9984,77.6214,53.732,2.7641823412079085,25.67226421638874,False
323,10,0.0,9.823415543634784,12.9985,77.6215,53.731,2.737200959158319,25.6750014173479,False
324,10,0.0,9.803502812509782,12.9986,77.6216,53.73,2.799765024533921,25.677801182372434,False
325,10,0.0,9.783609730939784,12.9987,77.6217,53.729,2.3466035141088195,25.680147785886543,False
326,10,0.0,9.763738288216365,12.998800000000001,77.6218,53.728,2.695633421773188,25.682843419308316,False
327,10,0.0,9.74389047146724,12.9989,77.6219,53.727,2.8312175436394202,25.685674636851953,False
328,10,0.0,9.724068265457545,12.999,77.622,53.726,2.4637365921072707,25.688138373444062,False
329,10,0.0,9.704273652391363,12.9991,77.6221,53.725,2.3811604072314183,25.690519533851294,False
330,10,0.0,9.684508611713502,12.9992,77.6222,53.724,2.729036590978494,25.69324857044227,False
331,10,0.0,9.664775119911564,12.9993,77.6223,53.723,2.5284425645413946,25.69577701300681,False
332,10,0.0,9.645075150318279,12.9994,77.6224,53.722,2.114504339332038,25.697891517346147,False
333,10,0.0,9.625410672914194,12.999500000000001,77.6225,53.721,2.6172255534030864,25.700508742899547,False
334,10,0.0,9.60578365413066,12.999600000000001,77.6226,53.72,2.3354765527995847,25.70284421945235,False
335,10,0.0,9.5861960566532,12.9997,77.6227,53.719,2.7325679636517717,25.705576787416,False
336,10,0.0,9.56664983922524,12.9998,77.6228,53.718,2.685504297335865,25.708262291713336,False
337,10,0.0,9.547146956452234,12.9999,77.6229,53.717,2.5920118965846193,25.71085430360992,False
338,10,0.0,9.527689358606207,13.0,77.623,53.716,2.3330943517614626,25.713187397961683,False
339,10,0.0,9.508278991430727,13.0001,77.6231,53.715,2.5145187752357034,25.71570191673692,False
340,10,0.0,9.488917795946337,13.0002,77.6232,53.714,2.608201155516943,25.718310117892432,False
341,10,0.0,9.469607708256452,13.000300000000001,77.6233,53.713,2.37563969455059,25.720685757586985,False
342,10,0.0,9.450350659353752,13.0004,77.6234,53.712,2.6228730891478516,25.723308630676133,False
343,10,0.0,9.431148574927075,13.0005,77.62349999999999,53.711,2.4001337964169545,25.72570876447255,False
344,10,0.0,9.412003375168865,13.0006,77.6236,53.71,1.9579094781719193,25.727666673950722,False
345,10,0.0,9.392916974583141,13.0007,77.6237,53.709,2.269217077449481,25.72993589102817,False
346,10,0.0,9.373891281794059,13.0008,77.6238,53.708,2.6973048799832826,25.732633195908154,False
347,10,0.0,9.354928199355042,13.0009,77.6239,53.707,2.6334676090831004,25.735266663517237,False
348,10,0.0,9.336029623558531,13.001000000000001,77.624,53.706,2.225237049347344,25.737491900566585,False
349,10,0.0,9.317197444246357,13.001100000000001,77.6241,53.705,2.396868143885408,25.739888768710472,False
350,10,0.0,9.29843354462076,13.0012,77.6242,53.704,2.635879899432006,25.7425246486099,False
351,10,0.0,9.279739801056063,13.0013,77.6243,53.703,2.3858832830056214,25.74491053189291,False
352,10,0.0,9.261118082911047,13.0014,77.6244,53.702,2.5923663971962965,25.747502898290104,False
353,10,0.0,9.242570252342004,13.0015,77.6245,53.701,2.5376911793815915,25.750040589469485,False
354,10,0.0,9.224098164116539,13.0016,77.6246,53.7,2.4973640176424676,25.752537953487128,False
355,10,0.0,9.205703665428079,13.0017,77.6247,53.699,2.4161845132778694,25.754954138000407,False
356,10,0.0,9.187388595711166,13.001800000000001,77.6248,53.698,2.5094567879981406,25.757463594788405,False
357,10,0.0,9.169154786457508,13.001900000000001,77.6249,53.697,2.3491252627127612,25.759812720051116,False
358,10,0.0,9.151004061032834,13.002,77.625,53.696,2.6939757223154523,25.762506695773432,False
359,10,0.0,9.132938234494565,13.0021,77.6251,53.695,2.57030741518913,25.765077003188622,False
360,10,0.0,9.114959113410295,13.0022,77.6252,53.694,2.5421937824063443,25.76761919697103,False
361,10,0.0,9.097068495677153,13.0023,77.6253,53.693,2.593821592083578,25.770213018563112,False
362,10,0.0,9.079268170342003,13.0024,77.6254,53.692,2.6332545344433402,25.772846273097556,False
363,10,0.0,9.061559917422546,13.0025,77.6255,53.691,2.618513217505755,25.775464786315062,False
364,10,0.0,9.043945507729314,13.002600000000001,77.6256,53.69,2.330339070714486,25.777795125385776,False
365,10,0.0,9.026426702688601,13.0027,77.6257,53.689,2.770064895173732,25.78056519028095,False
366,10,0.0,9.00900525416631,13.0028,77.6258,53.688,2.9671595217731026,25.783532349802723,False
367,10,0.0,8.991682904292777,13.0029,77.6259,53.687,2.535800319835695,25.786068150122556,False
368,10,0.0,8.974461385288553,13.003,77.626,53.686,2.6049573346353103,25.788673107457193,False
369,10,0.0,8.957342419291187,13.0031,77.6261,53.685,2.4236445250885956,25.79109675198228,False
370,10,0.0,8.940327718183013,13.0032,77.6262,53.684,2.4828278515327296,25.793579579833814,False
371,10,0.0,8.923418983419964,13.003300000000001,77.6263,53.683,2.4346147047927698,25.796014194538607,False
372,10,0.0,8.906617905861426,13.003400000000001,77.6264,53.682,2.630201774777279,25.798644396313385,False
373,10,0.0,8.889926165601153,13.0035,77.6265,53.681,2.6139037564086953,25.801258300069794,False
374,10,0.0,8.87334543179926,13.0036,77.6266,53.68,2.559191684099991,25.803817491753893,False
375,10,0.0,8.856877362515313,13.0037,77.6267,53.679,2.650246253504917,25.8064677380074,False
376,10,0.0,8.840523604542515,13.0038,77.6268,53.678,2.7906467228164713,25.809258384730214,False
377,10,0.0,8.824285793243035,13.0039,77.6269,53.677,2.4993779091746604,25.811757762639388,False
378,10,0.0,8.808165552384471,13.004,77.627,53.676,2.491060870992084,25.814248823510383,False
379,10,0.0,8.792164493977479,13.004100000000001,77.6271,53.675,2.3572504224837125,25.816606073932864,False
380,10,0.0,8.776284218114561,13.0042,77.6272,53.674,1.9587769766328418,25.818564850909496,False
381,10,0.0,8.760526312810073,13.0043,77.6273,53.673,2.329332045852865,25.82089418295535,False
382,10,0.0,8.744892353841413,13.0044,77.6274,53.672,2.3937331259327888,25.823287916081284,False
383,10,0.0,8.72938390459145,13.0045,77.6275,53.671,2.7101210214627174,25.825998037102746,False
384,10,0.0,8.714002515892183,13.0046,77.6276,53.67,2.5765934095635092,25.82857463051231,False
385,10,0.0,8.698749725869666,13.0047,77.6277,53.669,2.6906356722195888,25.83126526618453,False
386,10,0.0,8.68362705979019,13.004800000000001,77.6278,53.668,2.6858214105654814,25.833951087595096,False
387,10,0.0,8.668636029907761,13.004900000000001,77.6279,53.667,2.4328515628897383,25.836383939157983,False
388,10,0.0,8.653778135312876,13.005,77.628,53.666,2.6126444043840626,25.83899658356237,False
389,10,0.0,8.639054861782611,13.0051,77.6281,53.665,2.4680464789601237,25.84146463004133,False
390,10,0.0,8.624467681632053,13.0052,77.6282,53.664,2.4746187707569325,25.843939248812084,False
391,10,0.0,8.610018053567057,13.0053,77.6283,53.663,2.6245027780834302,25.846563751590168,False
392,10,0.0,8.59570742253839,13.0054,77.6284,53.662,2.5511086267494547,25.84911486021692,False
393,10,0.0,8.581537219597228,13.0055,77.6285,53.661,2.3600125077136043,25.851474872724634,False
394,10,0.0,8.567508861752058,13.005600000000001,77.6286,53.66,2.522073176676066,25.853996945901308,False
395,10,0.0,8.553623751826976,13.005700000000001,77.6287,53.659,2.631159966318449,25.856628105867628,False
396,10,0.0,8.539883278321401,13.0058,77.6288,53.658,2.703373980534808,25.859331479848162,False
397,10,0.0,8.526288815271233,13.0059,77.6289,53.657,2.359181370558642,25.86169066121872,False
398,10,0.0,8.51284172211145,13.006,77.629,53.656,2.622629080775077,25.864313290299496,False
399,10,0.0,8.49954334354016,13.0061,77.6291,53.655,2.4137566839118225,25.866727046983407,False
400,10,-0.5,8.486395009384143,13.0062,77.6292,53.654,2.4174495344018188,25.86914449651781,False
401,9,-0.5,8.473398034465854,13.00629,77.62929,53.6531,2.387148483739804,25.87153164500155,True
402,9,0.0,8.460553718471951,13.00638,77.62938,53.6522,2.4291151832537756,25.8739607601848,True
403,9,0.0,8.447863345823336,13.00647,77.62947,53.6513,2.1410741567322518,25.876101834341533,True
404,9,0.0,8.435328185546695,13.00656,77.62956,53.6504,2.1858944873998136,25.878287728828933,True
405,9,0.0,8.422949491147609,13.00665,77.62965,53.6495,2.2310010723487532,25.880518729901283,True
406,9,0.0,8.410728500485206,13.00674,77.62974,53.6486,2.3725140405225265,25.882891243941806,True
407,9,0.0,8.398666435648364,13.00683,77.62983,53.6477,1.8314960515600527,25.884722739993364,True
408,9,0.0,8.386764502833518,13.006920000000001,77.62992,53.6468,2.2647070106261067,25.886987447003992,True
409,9,0.0,8.375023892224032,13.007010000000001,77.63001,53.6459,2.163418947671577,25.889150865951663,True
410,9,-0.5,8.36344577787118,13.007100000000001,77.6301,53.645,2.2975805459997174,25.891448446497662,True
411,8,-0.5,8.352031317576749,13.00718,77.63018,53.6442,1.7637500764467577,25.893212196574108,True
412,8,0.0,8.340781652777258,13.00726,77.63025999999999,53.6434,1.5152879556762153,25.894727484529785,True
413,8,0.0,8.329697908429813,13.007340000000001,77.63034,53.6426,1.964915514893162,25.896692400044678,True
414,8,0.0,8.31878119289961,13.00742,77.63042,53.6418,1.8492183566564564,25.898541618401335,True
415,8,0.0,8.308032597849106,13.0075,77.6305,53.641,1.9572262920891668,25.900498844693423,True
416,8,0.0,8.297453198128851,13.00758,77.63058,53.6402,1.961086838337243,25.902459931531762,True
417,8,0.0,8.287044051669998,13.00766,77.63066,53.6394,1.530152764214091,25.903990084295977,True
418,8,0.0,8.27680619937852,13.00774,77.63074,53.6386,1.8815039128176936,25.905871588208793,True
419,8,0.0,8.266740665031111,13.00782,77.63082,53.6378,1.9851580501713526,25.907856746258965,True
420,8,-0.5,8.256848455172824,13.007900000000001,77.6309,53.637,2.1171214933581117,25.909973867752324,True
421,7,-0.5,8.247130559016398,13.00797,77.63097,53.6363,1.6294014148362825,25.91160326916716,True
422,7,0.0,8.23758794834335,13.008040000000001,77.63104,53.6356,1.929635489138479,25.913532904656297,True
423,7,0.0,8.228221577406796,13.00811,77.63111,53.6349,1.6604543540734984,25.91519335901037,True
424,7,0.0,8.219032382836023,13.008180000000001,77.63118,53.6342,1.8623001534091572,25.91705565916378,True
425,7,0.0,8.210021283542833,13.00825,77.63125,53.6335,1.6094167214852015,25.918665075885265,True
426,7,0.0,8.201189180629646,13.008320000000001,77.63132,53.6328,1.5386171595424116,25.920203693044808,True
427,7,0.0,8.192536957299389,13.00839,77.63139,53.6321,1.8147688072292096,25.922018461852037,True
428,7,0.0,8.18406547876719,13.008460000000001,77.63146,53.6314,1.9172186345120876,25.92393568048655,True
429,7,0.0,8.175775592173839,13.00853,77.63153,53.6307,1.854896142364333,25.925790576628913,True
430,7,-0.5,8.167668126501091,13.008600000000001,77.6316,53.63,1.6972597177591062,25.927487836346675,True
431,6,-0.5,8.159743892488752,13.00866,77.63166,53.6294,1.3318923694738578,25.928819728716146,True
432,6,0.0,8.152003682553625,13.00872,77.63172,53.6288,1.2209627076064313,25.930040691423752,True
433,6,0.0,8.14444827071025,13.00878,77.63178,53.6282,1.5218071962288533,25.931562498619982,True
434,6,0.0,8.137078412493516,13.008840000000001,77.63184,53.6276,1.384101751197125,25.932946600371178,True
435,6,0.0,8.1298948448831,13.0089,77.6319,53.627,1.5669316773047188,25.934513532048484,True
436,6,0.0,8.122898286229784,13.00896,77.63196,53.6264,1.4292668433442706,25.93594279889183,True
437,6,0.0,8.116089436183598,13.00902,77.63202,53.6258,1.2062404373120779,25.937149039329142,True
438,6,0.0,8.109468975623873,13.00908,77.63208,53.6252,1.676222146761531,25.938825261475902,True
439,6,0.0,8.103037566591148,13.00914,77.63214,53.6246,0.9357560754202179,25.939761017551323,True
440,6,-0.5,8.096795852220968,13.0092,77.6322,53.624,1.57448784704268,25.941335505398364,True
441,5,-0.5,8.090744456679568,13.00925,77.63225,53.6235,1.328297566354951,25.94266380296472,True
442,5,0.0,8.084883985101458,13.0093,77.6323,53.623,1.2711675683479666,25.943934970533068,True
443,5,0.0,8.079215023528914,13.00935,77.63235,53.6225,1.1957095217502056,25.945130680054817,True
444,5,0.0,8.073738138853367,13.009400000000001,77.6324,53.622,1.2444306258405313,25.94637511068066,True
445,5,0.0,8.068453878758723,13.009450000000001,77.63245,53.6215,1.1335421679714086,25.94750865284863,True
446,5,0.0,8.063362771666586,13.009500000000001,77.6325,53.621,1.248723261027938,25.948757376109658,True
447,5,0.0,8.058465326683423,13.00955,77.63255,53.6205,1.2549330233095637,25.95001230913297,True
448,5,0.0,8.053762033549653,13.0096,77.6326,53.62,1.4383903569899894,25.951450699489957,True
449,5,0.0,8.049253362590667,13.00965,77.63265,53.6195,1.6991066738287657,25.953149806163786,True
450,5,-0.5,8.044939764669806,13.0097,77.6327,53.619,1.346914406532084,25.95449672057032,True
451,4,-0.5,8.040821671143267,13.00974,77.63274,53.6186,1.364889593578547,25.955861610163897,True
452,4,0.0,8.03689949381697,13.009780000000001,77.63278,53.6182,0.7877524273649709,25.95664936259126,True
453,4,0.0,8.033173624905379,13.009820000000001,77.63282,53.6178,1.123443130084412,25.957772805721348,True
454,4,0.0,8.029644436992282,13.00986,77.63286,53.6174,0.9746226032608781,25.958747428324607,True
455,4,0.0,8.026312282993526,13.0099,77.6329,53.617,1.1125350968468841,25.959859963421454,True
456,4,0.0,8.02317749612174,13.00994,77.63294,53.6166,0.81747472968853,25.960677438151144,True
457,4,0.0,8.020240389852992,13.00998,77.63298,53.6162,1.058394510313932,25.961735832661457,True
458,4,0.0,8.017501257895466,13.01002,77.63302,53.6158,0.7961390076214336,25.96253197166908,True
459,4,0.0,8.014960374160074,13.010060000000001,77.63306,53.6154,0.9921710796490202,25.963524142748728,True
460,4,-0.5,8.012617992733071,13.0101,77.6331,53.615,1.0448543382196653,25.964568997086946,True
461,3,-0.5,8.01047434785065,13.01013,77.63313,53.6147,0.8052668780795158,25.965374263965025,True
462,3,0.0,8.00852965387551,13.01016,77.63316,53.6144,0.6432157947471858,25.966017479759774,True
463,3,0.0,8.006784105275429,13.01019,77.63319,53.6141,0.7326622712155727,25.96675014203099,True
464,3,0.0,8.005237876603813,13.01022,77.63322,53.6138,0.602921826326255,25.967353063857317,True
465,3,0.0,8.00389112248224,13.010250000000001,77.63325,53.6135,0.6961910085283882,25.968049254865843,True
466,3,0.0,8.002743977585002,13.01028,77.63328,53.6132,0.5853828734514352,25.968634637739296,True
467,3,0.0,8.00179655662563,13.01031,77.63331,53.6129,0.8852252156571155,25.969519862954954,True
468,3,0.0,8.001048954345432,13.010340000000001,77.63334,53.6126,0.568118719520061,25.97008798167447,True
469,3,0.0,8.000501245504012,13.01037,77.63337,53.6123,0.7349122037010902,25.970822893878175,True
470,3,-0.5,8.000153484871799,13.0104,77.6334,53.612,0.9504720270457154,25.971773365905218,True
471,2,-0.5,8.000005707224563,13.01042,77.63342,53.6118,0.4750296539280183,25.97224839555915,True
472,2,0.0,8.00005792733995,13.010440000000001,77.63344,53.6116,0.4842273873204968,25.972732622946467,True
473,2,0.0,8.00031013999599,13.01046,77.63346,53.6114,0.5702122052231282,25.973302835151692,True
474,2,0.0,8.00076231997163,13.010480000000001,77.63348,53.6112,0.3701046808753381,25.973672939832568,True
475,2,0.0,8.001414422049244,13.0105,77.6335,53.611,0.4835272225190352,25.974156467055085,True
476,2,0.0,8.00226638101917,13.01052,77.63352,53.6108,0.4984859733510792,25.974654953028438,True
477,2,0.0,8.003318111686225,13.01054,77.63354,53.6106,0.5660269820272738,25.975220980010462,True
478,2,0.0,8.004569508878213,13.01056,77.63356,53.6104,0.6884603580086505,25.975909440368472,True
479,2,0.0,8.00602044745646,13.010580000000001,77.63358,53.6102,0.7294579489337936,25.976638898317407,True
480,2,-0.5,8.007670782328319,13.0106,77.6336,53.61,0.3136353972686272,25.976952533714673,True
481,1,-0.5,8.009520348461676,13.01061,77.63361,53.6099,0.41832855128085117,25.977370862265957,True
482,1,0.0,8.011568960901457,13.010620000000001,77.63362,53.6098,0.09735500042176728,25.977468217266377,True
483,1,0.0,8.01381641478813,13.01063,77.63363,53.6097,0.07546493358525516,25.97754368219996,True
484,1,0.0,8.016262485378174,13.01064,77.63364,53.6096,0.15032673965667248,25.97769400893962,True
485,1,0.0,8.018906928066574,13.01065,77.63365,53.6095,0.5009117799721818,25.97819492071959,True
486,1,0.0,8.02174947841126,13.01066,77.63366,53.6094,-0.07293338163506458,25.978121987337957,True
487,1,0.0,8.02478985215957,13.010670000000001,77.63367,53.6093,0.48966547629478907,25.97861165281425,True
488,1,0.0,8.02802774527666,13.01068,77.63368,53.6092,0.26240221283962323,25.97887405502709,True
489,1,0.0,8.031462833975917,13.01069,77.63369,53.6091,0.3292912032229936,25.979203346230314,True
490,1,-0.5,8.035094774751336,13.0107,77.6337,53.609,0.1624929008944096,25.97936583913121,True
491,0,-0.5,8.038923204411862,13.0107,77.6337,53.609,-0.08962307917071456,25.97927621605204,True
492,0,0.0,8.042947740117723,13.0107,77.6337,53.609,-0.5124903572324796,25.978763725694805,True
493,0,0.0,8.0471679794187,13.0107,77.6337,53.609,-0.009491344929623237,25.978754234349875,True
494,0,0.0,8.051583500294381,13.0107,77.6337,53.609,-0.2393917313703415,25.978514842618505,True
495,0,0.0,8.056193861196359,13.0107,77.6337,53.609,-0.48286893289356014,25.97803197368561,True
496,0,0.0,8.060998601092383,13.0107,77.6337,53.609,-0.20856619519680072,25.977823407490416,True
497,0,0.0,8.065997239512468,13.0107,77.6337,53.609,-0.021416859464991108,25.97780199063095,True
498,0,0.0,8.07118927659694,13.0107,77.6337,53.609,-0.1832090175198844,25.97761878161343,True
499,0,0.0,8.076574193146413,13.0107,77.6337,53.609,-0.4514490489831177,25.97716733256445,True
500,0,0.0,8.082151450673724,13.0107,77.6337,53.609,0.16325786967982636,25.97733059043413,True
501,0,0.0,8.087920491457764,13.0107,77.6337,53.609,0.12121508459799435,25.977451805518726,True
502,0,0.0,8.093880738599264,13.0107,77.6337,53.609,-0.2231772220574015,25.97722862829667,True
503,0,0.0,8.100031596078479,13.0107,77.6337,53.609,-0.06519210846112473,25.977163436188206,True
504,0,0.0,8.106372448814781,13.0107,77.6337,53.609,0.21161056425722863,25.977375046752464,True
505,0,0.0,8.112902662728187,13.0107,77.6337,53.609,-0.15408177593736808,25.977220964976524,True
506,0,0.0,8.119621584802744,13.0107,77.6337,53.609,0.039814756908741644,25.977260779733435,True
507,0,0.0,8.126528543151842,13.0107,77.6337,53.609,-0.052069310535633156,25.9772087104229,True
508,0,0.0,8.133622847085405,13.0107,77.6337,53.609,0.15868555229372652,25.977367395975193,True
509,0,-0.5,8.14090378717895,13.0107,77.6337,53.609,-0.14404271281973283,25.977223353262374,True
510,-1,-0.5,8.148370635344536,13.01069,77.63369,53.6091,0.013182660100296617,25.977236535922472,True
511,-1,0.0,8.156022644903567,13.01068,77.63368,53.6092,-0.3801697577951271,25.97685636616468,True
512,-1,0.0,8.163859050661467,13.010670000000001,77.63367,53.6093,-0.3649515062418264,25.976491414658437,True
513,-1,0.0,8.171879068984186,13.01066,77.63366,53.6094,-0.16670743225182855,25.976324707226183,True
514,-1,0.0,8.18008189787658,13.01065,77.63365,53.6095,-0.07973876083496134,25.97624496846535,True
515,-1,0.0,8.18846671706259,13.01064,77.63364,53.6096,-0.19086144176951292,25.97605410702358,True
516,-1,0.0,8.19703268806729,13.01063,77.63363,53.6097,0.19375150809907232,25.97624785853168,True
517,-1,0.0,8.205778954300715,13.010620000000001,77.63362,53.6098,-0.47613948457430066,25.975771719047106,True
518,-1,0.0,8.21470464114353,13.01061,77.63361,53.6099,-0.44889131093147594,25.975322827736175,True
519,-1,-0.5,8.223808856034491,13.0106,77.6336,53.61,-0.3681416133866264,25.974954686122786,True
520,-2,-0.5,8.233090688559694,13.010580000000001,77.63358,53.6102,-0.45280964023223474,25.974501876482556,True
521,-2,0.0,8.24254921054362,13.01056,77.63356,53.6104,-0.4144890887123127,25.974087387393844,True
522,-2,0.0,8.252183476141955,13.01054,77.63354,53.6106,-0.5225328027109544,25.97356485459113,True
523,-2,0.0,8.261992521936168,13.01052,77.63352,53.6108,-0.3086007052632389,25.973256253885868,True
524,-2,0.0,8.271975367029851,13.0105,77.6335,53.611,-0.35924796804752945,25.972897005917822,True
525,-2,0.0,8.282131013146817,13.010480000000001,77.63348,53.6112,-0.7337579384551043,25.972163247979367,True
526,-2,0.0,8.292458444730913,13.01046,77.63346,53.6114,-0.6508503205210522,25.971512397658845,True
527,-2,0.0,8.302956629047593,13.010440000000001,77.63344,53.6116,-0.26549680770018913,25.971246900851146,True
528,-2,0.0,8.313624516287167,13.01042,77.63342,53.6118,-0.4205971420861262,25.970826303709057,True
529,-2,-0.5,8.324461039669805,13.0104,77.6334,53.612,-0.9206960267624997,25.969905607682296,True
530,-3,-0.5,8.335465115552198,13.01037,77.63337,53.6123,-0.5041618258404797,25.969401445856455,True
531,-3,0.0,8.346635643535928,13.010340000000001,77.63334,53.6126,-1.0839539999048058,25.96831749185655,True
532,-3,0.0,8.357971506577506,13.01031,77.63331,53.6129,-0.5091196658942662,25.967808372190657,True
533,-3,0.0,8.369471571100073,13.01028,77.63328,53.6132,-1.0548048866860573,25.96675356730397,True
534,-3,0.0,8.38113468710676,13.010250000000001,77.63325,53.6135,-0.9040527720944526,25.965849514531875,True
535,-3,0.0,8.39295968829569,13.01022,77.63322,53.6138,-0.7452321440123694,25.965104282387863,True
536,-3,0.0,8.404945392176591,13.01019,77.63319,53.6141,-0.8500557318147942,25.96425422665605,True
537,-3,0.0,8.417090600189068,13.01016,77.63316,53.6144,-0.8865966861983959,25.963367629969852,True
538,-3,0.0,8.429394097822438,13.01013,77.63313,53.6147,-0.7468481193399341,25.96262078185051,True
539,-3,-0.5,8.441854654737194,13.0101,77.6331,53.615,-0.8085145737331798,25.961812267276777,True
540,-4,-0.5,8.454471024888026,13.010060000000001,77.63306,53.6154,-0.7802316487946561,25.961032035627984,True
541,-4,0.0,8.467241946648432,13.01002,77.63302,53.6158,-1.0195687180205977,25.960012466909962,True
542,-4,0.0,8.480166142936877,13.00998,77.63298,53.6162,-1.0175819758101006,25.958994884934153,True
543,-4,0.0,8.493242321344507,13.00994,77.63294,53.6166,-0.944616347342152,25.95805026858681,True
544,-4,0.0,8.506469174264375,13.0099,77.6329,53.617,-1.1716759375354973,25.956878592649275,True
545,-4,0.0,8.519845379022211,13.00986,77.63286,53.6174,-1.4011439995117327,25.955477448649763,True
546,-4,0.0,8.533369598008687,13.009820000000001,77.63282,53.6178,-1.3825968672618028,25.9540948517825,True
547,-4,0.0,8.547040478813173,13.009780000000001,77.63278,53.6182,-0.850310071319235,25.953244541711182,True
548,-4,0.0,8.560856654358986,13.00974,77.63274,53.6186,-1.042166280352818,25.95220237543083,True
549,-4,-0.5,8.574816743040078,13.0097,77.6327,53.619,-0.880845034674818,25.951321530396154,True
550,-5,-0.5,8.588919348859216,13.00965,77.63265,53.6195,-1.4173728912437433,25.94990415750491,True
551,-5,0.0,8.603163061567573,13.0096,77.6326,53.62,-1.524842343021291,25.948379315161887,True
552,-5,0.0,8.617546456805748,13.00955,77.63255,53.6205,-1.6873692781895668,25.9466919458837,True
553,-5,0.0,8.632068096246199,13.009500000000001,77.6325,53.621,-1.0756383542544925,25.945616307529445,True
554,-5,0.0,8.646726527737087,13.009450000000001,77.63245,53.6215,-1.1351609784424568,25.944481146551002,True
555,-5,0.0,8.661520285447477,13.009400000000001,77.6324,53.622,-1.1389918598973616,25.943342154691106,True
